snapshot_date,axis,keyword,search_index
2026-03-23,emergentes,avc,9
2026-03-23,emergentes,avc,14
2026-03-23,saude-mental,burnout,43
2026-03-23,saude-mental,burnout,53
2026-03-23,emergentes,calor extremo e saúde,1
2026-03-23,emergentes,calor extremo e saúde,1
2026-03-23,menopausa,cancro da mama,36
2026-03-23,menopausa,cancro da mama,38
2026-03-23,emergentes,candida auris,1
2026-03-23,emergentes,candida auris,1
2026-03-23,menopausa,candidíase,25
2026-03-23,menopausa,candidíase,32
2026-03-23,alimentacao,colesterol alto,29
2026-03-23,alimentacao,colesterol alto,33
2026-03-23,saude-mental,competências socioemocionais,1
2026-03-23,saude-mental,competências socioemocionais,28
2026-03-23,saude-mental,demência,20
2026-03-23,saude-mental,demência,36
2026-03-23,emergentes,dengue europa,35
2026-03-23,emergentes,dengue europa,40
2026-03-23,saude-mental,dependências,28
2026-03-23,saude-mental,dependências,33
2026-03-23,saude-mental,depressão,9
2026-03-23,saude-mental,depressão,28
2026-03-23,saude-mental,desinstitucionalização saúde mental,1
2026-03-23,saude-mental,desinstitucionalização saúde mental,1
2026-03-23,alimentacao,diabetes tipo 2,16
2026-03-23,alimentacao,diabetes tipo 2,76
2026-03-23,alimentacao,dieta cetogénica,1
2026-03-23,alimentacao,dieta cetogénica,1
2026-03-23,alimentacao,dieta mediterrânica,2
2026-03-23,alimentacao,dieta mediterrânica,41
2026-03-23,alimentacao,doença celíaca,27
2026-03-23,alimentacao,doença celíaca,39
2026-03-23,emergentes,doenças cardiovasculares,5
2026-03-23,emergentes,doenças cardiovasculares,6
2026-03-23,menopausa,doenças da tiroide,1
2026-03-23,menopausa,doenças da tiroide,1
2026-03-23,menopausa,endometriose,37
2026-03-23,menopausa,endometriose,55
2026-03-23,saude-mental,enxaqueca,40
2026-03-23,saude-mental,enxaqueca,47
2026-03-23,saude-mental,equipas comunitárias saúde mental,1
2026-03-23,saude-mental,equipas comunitárias saúde mental,1
2026-03-23,menopausa,fitoterapia menopausa,1
2026-03-23,menopausa,fitoterapia menopausa,1
2026-03-23,saude-mental,fobia social,1
2026-03-23,saude-mental,fobia social,1
2026-03-23,emergentes,gripe aviária H5N1,1
2026-03-23,emergentes,gripe aviária H5N1,1
2026-03-23,menopausa,incontinência urinária,6
2026-03-23,menopausa,incontinência urinária,8
2026-03-23,saude-mental,insónia,37
2026-03-23,saude-mental,insónia,48
2026-03-23,alimentacao,intolerância à lactose,1
2026-03-23,alimentacao,intolerância à lactose,1
2026-03-23,alimentacao,intolerância ao glúten,1
2026-03-23,alimentacao,intolerância ao glúten,1
2026-03-23,alimentacao,jejum intermitente,36
2026-03-23,alimentacao,jejum intermitente,58
2026-03-23,menopausa,libido menopausa,1
2026-03-23,menopausa,libido menopausa,25
2026-03-23,saude-mental,literacia em saúde mental,1
2026-03-23,saude-mental,literacia em saúde mental,1
2026-03-23,emergentes,long covid,5
2026-03-23,emergentes,long covid,63
2026-03-23,emergentes,lúpus,73
2026-03-23,emergentes,lúpus,74
2026-03-23,menopausa,menopausa masculina,13
2026-03-23,menopausa,menopausa masculina,15
2026-03-23,menopausa,menopausa precoce,1
2026-03-23,menopausa,menopausa precoce,1
2026-03-23,menopausa,menopausa sintomas,11
2026-03-23,menopausa,menopausa sintomas,15
2026-03-23,emergentes,microplásticos sangue,1
2026-03-23,emergentes,microplásticos sangue,1
2026-03-23,emergentes,mpox portugal,1
2026-03-23,emergentes,mpox portugal,109
2026-03-23,alimentacao,obesidade infantil,1
2026-03-23,alimentacao,obesidade infantil,1
2026-03-23,menopausa,osteoporose,27
2026-03-23,menopausa,osteoporose,33
2026-03-23,saude-mental,pânico,24
2026-03-23,saude-mental,pânico,26
2026-03-23,saude-mental,perturbação bipolar,1
2026-03-23,saude-mental,perturbação bipolar,1
2026-03-23,saude-mental,perturbação obsessivo-compulsiva,1
2026-03-23,saude-mental,perturbação obsessivo-compulsiva,1
2026-03-23,saude-mental,perturbações do espectro do autismo,1
2026-03-23,saude-mental,perturbações do espectro do autismo,1
2026-03-23,menopausa,peso na menopausa,1
2026-03-23,menopausa,peso na menopausa,1
2026-03-23,emergentes,poluição e saúde,1
2026-03-23,emergentes,poluição e saúde,1
2026-03-23,alimentacao,pré-diabetes,1
2026-03-23,alimentacao,pré-diabetes,1
2026-03-23,saude-mental,prevenção suicídio,1
2026-03-23,saude-mental,prevenção suicídio,1
2026-03-23,saude-mental,PTSD,15
2026-03-23,saude-mental,PTSD,18
2026-03-23,saude-mental,reabilitação psicossocial,1
2026-03-23,saude-mental,reabilitação psicossocial,1
2026-03-23,alimentacao,refluxo gastroesofágico,5
2026-03-23,alimentacao,refluxo gastroesofágico,67
2026-03-23,emergentes,resistência antibióticos,1
2026-03-23,emergentes,resistência antibióticos,1
2026-03-23,emergentes,sarampo surto,1
2026-03-23,emergentes,sarampo surto,35
2026-03-23,saude-mental,saúde mental ensino superior,1
2026-03-23,saude-mental,saúde mental ensino superior,1
2026-03-23,saude-mental,saúde mental escolar,1
2026-03-23,saude-mental,saúde mental escolar,1
2026-03-23,saude-mental,saúde mental jovens,1
2026-03-23,saude-mental,saúde mental jovens,1
2026-03-23,saude-mental,saúde mental no trabalho,1
2026-03-23,saude-mental,saúde mental no trabalho,1
2026-03-23,saude-mental,saúde mental sem-abrigo,1
2026-03-23,saude-mental,saúde mental sem-abrigo,1
2026-03-23,menopausa,secura vaginal,27
2026-03-23,menopausa,secura vaginal,67
2026-03-23,emergentes,sepsis,20
2026-03-23,emergentes,sepsis,22
2026-03-23,alimentacao,síndrome de intestino irritável,1
2026-03-23,alimentacao,síndrome de intestino irritável,2
2026-03-23,menopausa,síndrome do ovário poliquístico,1
2026-03-23,menopausa,síndrome do ovário poliquístico,1
2026-03-23,saude-mental,solidão,19
2026-03-23,saude-mental,solidão,29
2026-03-23,saude-mental,stress,30
2026-03-23,saude-mental,stress,37
2026-03-23,saude-mental,suicídio,13
2026-03-23,saude-mental,suicídio,23
2026-03-23,menopausa,suores noturnos,4
2026-03-23,menopausa,suores noturnos,46
2026-03-23,alimentacao,suplementos alimentares,48
2026-03-23,alimentacao,suplementos alimentares,53
2026-03-23,saude-mental,TDAH adulto,1
2026-03-23,saude-mental,TDAH adulto,27
2026-03-23,menopausa,terapia hormonal,42
2026-03-23,menopausa,terapia hormonal,43
2026-03-23,saude-mental,terapia online,15
2026-03-23,saude-mental,terapia online,33
2026-03-23,alimentacao,ultraprocessados,22
2026-03-23,alimentacao,ultraprocessados,22
2026-03-23,emergentes,vírus nipah,1
2026-03-23,emergentes,vírus nipah,1
2026-03-24,alimentacao,açúcar e saúde,29
2026-03-24,saude-mental,alcoolismo,64
2026-03-24,alimentacao,alergias alimentares,1
2026-03-24,alimentacao,alimentação plant-based,19
2026-03-24,saude-mental,alzheimer,50
2026-03-24,alimentacao,anemia,48
2026-03-24,saude-mental,anorexia nervosa,2
2026-03-24,saude-mental,ansiedade,53
2026-03-24,saude-mental,automutilação,1
2026-03-24,emergentes,avc,12
2026-03-24,saude-mental,burnout,38
2026-03-24,emergentes,calor extremo e saúde,1
2026-03-24,menopausa,cancro da mama,42
2026-03-24,emergentes,candida auris,1
2026-03-24,menopausa,candidíase,24
2026-03-24,alimentacao,colesterol alto,31
2026-03-24,saude-mental,competências socioemocionais,32
2026-03-24,saude-mental,demência,35
2026-03-24,emergentes,dengue europa,30
2026-03-24,saude-mental,dependências,28
2026-03-24,saude-mental,depressão,10
2026-03-24,saude-mental,desinstitucionalização saúde mental,1
2026-03-24,alimentacao,diabetes tipo 2,68
2026-03-24,alimentacao,dieta cetogénica,1
2026-03-24,alimentacao,dieta mediterrânica,2
2026-03-24,alimentacao,doença celíaca,38
2026-03-24,emergentes,doenças cardiovasculares,5
2026-03-24,menopausa,doenças da tiroide,1
2026-03-24,menopausa,endometriose,34
2026-03-24,saude-mental,enxaqueca,52
2026-03-24,saude-mental,equipas comunitárias saúde mental,1
2026-03-24,menopausa,fitoterapia menopausa,1
2026-03-24,saude-mental,fobia social,1
2026-03-24,emergentes,gripe aviária H5N1,1
2026-03-24,menopausa,incontinência urinária,6
2026-03-24,saude-mental,insónia,42
2026-03-24,alimentacao,intolerância à lactose,1
2026-03-24,alimentacao,intolerância ao glúten,1
2026-03-24,alimentacao,jejum intermitente,62
2026-03-24,menopausa,libido menopausa,26
2026-03-24,saude-mental,literacia em saúde mental,1
2026-03-24,emergentes,long covid,67
2026-03-24,emergentes,lúpus,80
2026-03-24,menopausa,menopausa masculina,14
2026-03-24,menopausa,menopausa precoce,1
2026-03-24,menopausa,menopausa sintomas,10
2026-03-24,emergentes,microplásticos sangue,1
2026-03-24,emergentes,mpox portugal,1
2026-03-24,alimentacao,obesidade infantil,1
2026-03-24,menopausa,osteoporose,23
2026-03-24,saude-mental,pânico,23
2026-03-24,saude-mental,perturbação bipolar,1
2026-03-24,saude-mental,perturbação obsessivo-compulsiva,1
2026-03-24,saude-mental,perturbações do espectro do autismo,1
2026-03-24,menopausa,peso na menopausa,1
2026-03-24,emergentes,poluição e saúde,1
2026-03-24,alimentacao,pré-diabetes,1
2026-03-24,saude-mental,prevenção suicídio,1
2026-03-24,saude-mental,PTSD,19
2026-03-24,saude-mental,reabilitação psicossocial,1
2026-03-24,alimentacao,refluxo gastroesofágico,5
2026-03-24,emergentes,resistência antibióticos,1
2026-03-24,emergentes,sarampo surto,1
2026-03-24,saude-mental,saúde mental ensino superior,1
2026-03-24,saude-mental,saúde mental escolar,1
2026-03-24,saude-mental,saúde mental jovens,1
2026-03-24,saude-mental,saúde mental no trabalho,1
2026-03-24,saude-mental,saúde mental sem-abrigo,1
2026-03-24,menopausa,secura vaginal,65
2026-03-24,emergentes,sepsis,19
2026-03-24,alimentacao,síndrome de intestino irritável,1
2026-03-24,menopausa,síndrome do ovário poliquístico,1
2026-03-24,saude-mental,solidão,28
2026-03-24,saude-mental,stress,33
2026-03-24,saude-mental,suicídio,22
2026-03-24,menopausa,suores noturnos,42
2026-03-24,alimentacao,suplementos alimentares,60
2026-03-24,saude-mental,TDAH adulto,1
2026-03-24,menopausa,terapia hormonal,41
2026-03-24,saude-mental,terapia online,16
2026-03-24,alimentacao,ultraprocessados,20
2026-03-24,emergentes,vírus nipah,1
2026-03-25,alimentacao,açúcar e saúde,28
2026-03-25,saude-mental,alcoolismo,68
2026-03-25,alimentacao,alergias alimentares,1
2026-03-25,alimentacao,alimentação plant-based,17
2026-03-25,saude-mental,alzheimer,44
2026-03-25,alimentacao,anemia,41
2026-03-25,saude-mental,anorexia nervosa,2
2026-03-25,saude-mental,ansiedade,60
2026-03-25,saude-mental,automutilação,1
2026-03-25,emergentes,avc,13
2026-03-25,saude-mental,burnout,32
2026-03-25,emergentes,calor extremo e saúde,1
2026-03-25,menopausa,cancro da mama,45
2026-03-25,emergentes,candida auris,1
2026-03-25,menopausa,candidíase,21
2026-03-25,alimentacao,colesterol alto,28
2026-03-25,saude-mental,competências socioemocionais,35
2026-03-25,saude-mental,demência,35
2026-03-25,emergentes,dengue europa,32
2026-03-25,saude-mental,dependências,25
2026-03-25,saude-mental,depressão,10
2026-03-25,saude-mental,desinstitucionalização saúde mental,1
2026-03-25,alimentacao,diabetes tipo 2,70
2026-03-25,alimentacao,dieta cetogénica,1
2026-03-25,alimentacao,dieta mediterrânica,2
2026-03-25,alimentacao,doença celíaca,43
2026-03-25,emergentes,doenças cardiovasculares,4
2026-03-25,menopausa,doenças da tiroide,1
2026-03-25,menopausa,endometriose,29
2026-03-25,saude-mental,enxaqueca,56
2026-03-25,saude-mental,equipas comunitárias saúde mental,1
2026-03-25,menopausa,fitoterapia menopausa,1
2026-03-25,saude-mental,fobia social,1
2026-03-25,emergentes,gripe aviária H5N1,1
2026-03-25,menopausa,incontinência urinária,6
2026-03-25,saude-mental,insónia,46
2026-03-25,alimentacao,intolerância à lactose,1
2026-03-25,alimentacao,intolerância ao glúten,1
2026-03-25,alimentacao,jejum intermitente,68
2026-03-25,menopausa,libido menopausa,29
2026-03-25,saude-mental,literacia em saúde mental,1
2026-03-25,emergentes,long covid,68
2026-03-25,emergentes,lúpus,78
2026-03-25,menopausa,menopausa masculina,13
2026-03-25,menopausa,menopausa precoce,1
2026-03-25,menopausa,menopausa sintomas,10
2026-03-25,emergentes,microplásticos sangue,1
2026-03-25,emergentes,mpox portugal,1
2026-03-25,alimentacao,obesidade infantil,1
2026-03-25,menopausa,osteoporose,24
2026-03-25,saude-mental,pânico,21
2026-03-25,saude-mental,perturbação bipolar,1
2026-03-25,saude-mental,perturbação obsessivo-compulsiva,1
2026-03-25,saude-mental,perturbações do espectro do autismo,1
2026-03-25,menopausa,peso na menopausa,1
2026-03-25,emergentes,poluição e saúde,1
2026-03-25,alimentacao,pré-diabetes,1
2026-03-25,saude-mental,prevenção suicídio,1
2026-03-25,saude-mental,PTSD,17
2026-03-25,saude-mental,reabilitação psicossocial,1
2026-03-25,alimentacao,refluxo gastroesofágico,5
2026-03-25,emergentes,resistência antibióticos,1
2026-03-25,emergentes,sarampo surto,1
2026-03-25,saude-mental,saúde mental ensino superior,1
2026-03-25,saude-mental,saúde mental escolar,1
2026-03-25,saude-mental,saúde mental jovens,1
2026-03-25,saude-mental,saúde mental no trabalho,1
2026-03-25,saude-mental,saúde mental sem-abrigo,1
2026-03-25,menopausa,secura vaginal,73
2026-03-25,emergentes,sepsis,21
2026-03-25,alimentacao,síndrome de intestino irritável,1
2026-03-25,menopausa,síndrome do ovário poliquístico,1
2026-03-25,saude-mental,solidão,26
2026-03-25,saude-mental,stress,30
2026-03-25,saude-mental,suicídio,22
2026-03-25,menopausa,suores noturnos,48
2026-03-25,alimentacao,suplementos alimentares,66
2026-03-25,saude-mental,TDAH adulto,1
2026-03-25,menopausa,terapia hormonal,42
2026-03-25,saude-mental,terapia online,16
2026-03-25,alimentacao,ultraprocessados,20
2026-03-25,emergentes,vírus nipah,1
2026-03-26,alimentacao,açúcar e saúde,26
2026-03-26,saude-mental,alcoolismo,78
2026-03-26,alimentacao,alergias alimentares,1
2026-03-26,alimentacao,alimentação plant-based,19
2026-03-26,saude-mental,alzheimer,39
2026-03-26,alimentacao,anemia,45
2026-03-26,saude-mental,anorexia nervosa,2
2026-03-26,saude-mental,ansiedade,57
2026-03-26,saude-mental,automutilação,1
2026-03-26,emergentes,avc,12
2026-03-26,saude-mental,burnout,28
2026-03-26,emergentes,calor extremo e saúde,1
2026-03-26,menopausa,cancro da mama,43
2026-03-26,emergentes,candida auris,1
2026-03-26,menopausa,candidíase,20
2026-03-26,alimentacao,colesterol alto,24
2026-03-26,saude-mental,competências socioemocionais,33
2026-03-26,saude-mental,demência,33
2026-03-26,emergentes,dengue europa,37
2026-03-26,saude-mental,dependências,28
2026-03-26,saude-mental,depressão,9
2026-03-26,saude-mental,desinstitucionalização saúde mental,1
2026-03-26,alimentacao,diabetes tipo 2,67
2026-03-26,alimentacao,dieta cetogénica,1
2026-03-26,alimentacao,dieta mediterrânica,2
2026-03-26,alimentacao,doença celíaca,38
2026-03-26,emergentes,doenças cardiovasculares,4
2026-03-26,menopausa,doenças da tiroide,1
2026-03-26,menopausa,endometriose,29
2026-03-26,saude-mental,enxaqueca,54
2026-03-26,saude-mental,equipas comunitárias saúde mental,1
2026-03-26,menopausa,fitoterapia menopausa,1
2026-03-26,saude-mental,fobia social,1
2026-03-26,emergentes,gripe aviária H5N1,1
2026-03-26,menopausa,incontinência urinária,5
2026-03-26,saude-mental,insónia,45
2026-03-26,alimentacao,intolerância à lactose,1
2026-03-26,alimentacao,intolerância ao glúten,1
2026-03-26,alimentacao,jejum intermitente,66
2026-03-26,menopausa,libido menopausa,26
2026-03-26,saude-mental,literacia em saúde mental,1
2026-03-26,emergentes,long covid,71
2026-03-26,emergentes,lúpus,75
2026-03-26,menopausa,menopausa masculina,12
2026-03-26,menopausa,menopausa precoce,1
2026-03-26,menopausa,menopausa sintomas,10
2026-03-26,emergentes,microplásticos sangue,1
2026-03-26,emergentes,mpox portugal,1
2026-03-26,alimentacao,obesidade infantil,1
2026-03-26,menopausa,osteoporose,26
2026-03-26,saude-mental,pânico,21
2026-03-26,saude-mental,perturbação bipolar,1
2026-03-26,saude-mental,perturbação obsessivo-compulsiva,1
2026-03-26,saude-mental,perturbações do espectro do autismo,1
2026-03-26,menopausa,peso na menopausa,1
2026-03-26,emergentes,poluição e saúde,1
2026-03-26,alimentacao,pré-diabetes,1
2026-03-26,saude-mental,prevenção suicídio,1
2026-03-26,saude-mental,PTSD,19
2026-03-26,saude-mental,reabilitação psicossocial,1
2026-03-26,alimentacao,refluxo gastroesofágico,4
2026-03-26,emergentes,resistência antibióticos,1
2026-03-26,emergentes,sarampo surto,1
2026-03-26,saude-mental,saúde mental ensino superior,1
2026-03-26,saude-mental,saúde mental escolar,1
2026-03-26,saude-mental,saúde mental jovens,1
2026-03-26,saude-mental,saúde mental no trabalho,1
2026-03-26,saude-mental,saúde mental sem-abrigo,1
2026-03-26,menopausa,secura vaginal,80
2026-03-26,emergentes,sepsis,19
2026-03-26,alimentacao,síndrome de intestino irritável,1
2026-03-26,menopausa,síndrome do ovário poliquístico,1
2026-03-26,saude-mental,solidão,22
2026-03-26,saude-mental,stress,32
2026-03-26,saude-mental,suicídio,23
2026-03-26,menopausa,suores noturnos,52
2026-03-26,alimentacao,suplementos alimentares,60
2026-03-26,saude-mental,TDAH adulto,1
2026-03-26,menopausa,terapia hormonal,43
2026-03-26,saude-mental,terapia online,17
2026-03-26,alimentacao,ultraprocessados,18
2026-03-26,emergentes,vírus nipah,1
2026-03-27,alimentacao,açúcar e saúde,29
2026-03-27,saude-mental,alcoolismo,84
2026-03-27,alimentacao,alergias alimentares,1
2026-03-27,alimentacao,alimentação plant-based,18
2026-03-27,saude-mental,alzheimer,44
2026-03-27,alimentacao,anemia,38
2026-03-27,saude-mental,anorexia nervosa,2
2026-03-27,saude-mental,ansiedade,63
2026-03-27,saude-mental,automutilação,1
2026-03-27,emergentes,avc,13
2026-03-27,saude-mental,burnout,27
2026-03-27,emergentes,calor extremo e saúde,1
2026-03-27,menopausa,cancro da mama,40
2026-03-27,emergentes,candida auris,1
2026-03-27,menopausa,candidíase,18
2026-03-27,alimentacao,colesterol alto,23
2026-03-27,saude-mental,competências socioemocionais,30
2026-03-27,saude-mental,demência,34
2026-03-27,emergentes,dengue europa,36
2026-03-27,saude-mental,dependências,25
2026-03-27,saude-mental,depressão,8
2026-03-27,saude-mental,desinstitucionalização saúde mental,1
2026-03-27,alimentacao,diabetes tipo 2,58
2026-03-27,alimentacao,dieta cetogénica,1
2026-03-27,alimentacao,dieta mediterrânica,2
2026-03-27,alimentacao,doença celíaca,36
2026-03-27,emergentes,doenças cardiovasculares,4
2026-03-27,menopausa,doenças da tiroide,1
2026-03-27,menopausa,endometriose,30
2026-03-27,saude-mental,enxaqueca,61
2026-03-27,saude-mental,equipas comunitárias saúde mental,1
2026-03-27,menopausa,fitoterapia menopausa,1
2026-03-27,saude-mental,fobia social,1
2026-03-27,emergentes,gripe aviária H5N1,1
2026-03-27,menopausa,incontinência urinária,5
2026-03-27,saude-mental,insónia,44
2026-03-27,alimentacao,intolerância à lactose,1
2026-03-27,alimentacao,intolerância ao glúten,1
2026-03-27,alimentacao,jejum intermitente,60
2026-03-27,menopausa,libido menopausa,26
2026-03-27,saude-mental,literacia em saúde mental,1
2026-03-27,emergentes,long covid,72
2026-03-27,emergentes,lúpus,75
2026-03-27,menopausa,menopausa masculina,13
2026-03-27,menopausa,menopausa precoce,1
2026-03-27,menopausa,menopausa sintomas,10
2026-03-27,emergentes,microplásticos sangue,1
2026-03-27,emergentes,mpox portugal,1
2026-03-27,alimentacao,obesidade infantil,1
2026-03-27,menopausa,osteoporose,25
2026-03-27,saude-mental,pânico,23
2026-03-27,saude-mental,perturbação bipolar,1
2026-03-27,saude-mental,perturbação obsessivo-compulsiva,1
2026-03-27,saude-mental,perturbações do espectro do autismo,1
2026-03-27,menopausa,peso na menopausa,1
2026-03-27,emergentes,poluição e saúde,1
2026-03-27,alimentacao,pré-diabetes,1
2026-03-27,saude-mental,prevenção suicídio,1
2026-03-27,saude-mental,PTSD,17
2026-03-27,saude-mental,reabilitação psicossocial,1
2026-03-27,alimentacao,refluxo gastroesofágico,4
2026-03-27,emergentes,resistência antibióticos,1
2026-03-27,emergentes,sarampo surto,1
2026-03-27,saude-mental,saúde mental ensino superior,1
2026-03-27,saude-mental,saúde mental escolar,1
2026-03-27,saude-mental,saúde mental jovens,1
2026-03-27,saude-mental,saúde mental no trabalho,1
2026-03-27,saude-mental,saúde mental sem-abrigo,1
2026-03-27,menopausa,secura vaginal,83
2026-03-27,emergentes,sepsis,17
2026-03-27,alimentacao,síndrome de intestino irritável,1
2026-03-27,menopausa,síndrome do ovário poliquístico,1
2026-03-27,saude-mental,solidão,20
2026-03-27,saude-mental,stress,33
2026-03-27,saude-mental,suicídio,26
2026-03-27,menopausa,suores noturnos,47
2026-03-27,alimentacao,suplementos alimentares,69
2026-03-27,saude-mental,TDAH adulto,1
2026-03-27,menopausa,terapia hormonal,37
2026-03-27,saude-mental,terapia online,16
2026-03-27,alimentacao,ultraprocessados,16
2026-03-27,emergentes,vírus nipah,1
2026-03-28,alimentacao,açúcar e saúde,31
2026-03-28,alimentacao,açúcar e saúde,35
2026-03-28,saude-mental,alcoolismo,60
2026-03-28,saude-mental,alcoolismo,65
2026-03-28,alimentacao,alergias alimentares,1
2026-03-28,alimentacao,alergias alimentares,1
2026-03-28,alimentacao,alimentação plant-based,1
2026-03-28,alimentacao,alimentação plant-based,1
2026-03-28,saude-mental,alzheimer,45
2026-03-28,saude-mental,alzheimer,48
2026-03-28,alimentacao,anemia,53
2026-03-28,alimentacao,anemia,60
2026-03-28,saude-mental,anorexia nervosa,2
2026-03-28,saude-mental,anorexia nervosa,2
2026-03-28,saude-mental,ansiedade,53
2026-03-28,saude-mental,ansiedade,53
2026-03-28,saude-mental,automutilação,22
2026-03-28,saude-mental,automutilação,24
2026-03-28,emergentes,avc,45
2026-03-28,emergentes,avc,46
2026-03-28,saude-mental,burnout,27
2026-03-28,saude-mental,burnout,31
2026-03-28,emergentes,calor extremo e saúde,1
2026-03-28,emergentes,calor extremo e saúde,1
2026-03-28,menopausa,cancro da mama,62
2026-03-28,menopausa,cancro da mama,66
2026-03-28,emergentes,candida auris,1
2026-03-28,emergentes,candida auris,1
2026-03-28,menopausa,candidíase,28
2026-03-28,menopausa,candidíase,29
2026-03-28,alimentacao,colesterol alto,34
2026-03-28,alimentacao,colesterol alto,34
2026-03-28,saude-mental,competências socioemocionais,28
2026-03-28,saude-mental,competências socioemocionais,30
2026-03-28,saude-mental,demência,30
2026-03-28,saude-mental,demência,32
2026-03-28,emergentes,dengue europa,40
2026-03-28,emergentes,dengue europa,42
2026-03-28,saude-mental,dependências,1
2026-03-28,saude-mental,dependências,1
2026-03-28,saude-mental,depressão,6
2026-03-28,saude-mental,depressão,7
2026-03-28,saude-mental,desinstitucionalização saúde mental,1
2026-03-28,saude-mental,desinstitucionalização saúde mental,1
2026-03-28,alimentacao,diabetes tipo 2,82
2026-03-28,alimentacao,diabetes tipo 2,88
2026-03-28,alimentacao,dieta cetogénica,1
2026-03-28,alimentacao,dieta cetogénica,1
2026-03-28,alimentacao,dieta mediterrânica,5
2026-03-28,alimentacao,dieta mediterrânica,6
2026-03-28,alimentacao,doença celíaca,13
2026-03-28,alimentacao,doença celíaca,14
2026-03-28,emergentes,doenças cardiovasculares,13
2026-03-28,emergentes,doenças cardiovasculares,13
2026-03-28,menopausa,doenças da tiroide,1
2026-03-28,menopausa,doenças da tiroide,1
2026-03-28,menopausa,endometriose,38
2026-03-28,menopausa,endometriose,44
2026-03-28,saude-mental,enxaqueca,56
2026-03-28,saude-mental,enxaqueca,58
2026-03-28,saude-mental,equipas comunitárias saúde mental,1
2026-03-28,saude-mental,equipas comunitárias saúde mental,1
2026-03-28,menopausa,fitoterapia menopausa,1
2026-03-28,menopausa,fitoterapia menopausa,1
2026-03-28,saude-mental,fobia social,1
2026-03-28,saude-mental,fobia social,1
2026-03-28,emergentes,gripe aviária H5N1,1
2026-03-28,emergentes,gripe aviária H5N1,1
2026-03-28,menopausa,incontinência urinária,63
2026-03-28,menopausa,incontinência urinária,66
2026-03-28,saude-mental,insónia,79
2026-03-28,saude-mental,insónia,85
2026-03-28,alimentacao,intolerância à lactose,1
2026-03-28,alimentacao,intolerância à lactose,1
2026-03-28,alimentacao,intolerância ao glúten,1
2026-03-28,alimentacao,intolerância ao glúten,1
2026-03-28,alimentacao,jejum intermitente,28
2026-03-28,alimentacao,jejum intermitente,33
2026-03-28,menopausa,libido menopausa,1
2026-03-28,menopausa,libido menopausa,1
2026-03-28,saude-mental,literacia em saúde mental,1
2026-03-28,saude-mental,literacia em saúde mental,1
2026-03-28,emergentes,long covid,11
2026-03-28,emergentes,long covid,12
2026-03-28,emergentes,lúpus,10
2026-03-28,emergentes,lúpus,10
2026-03-28,menopausa,menopausa masculina,9
2026-03-28,menopausa,menopausa masculina,11
2026-03-28,menopausa,menopausa precoce,1
2026-03-28,menopausa,menopausa precoce,1
2026-03-28,menopausa,menopausa sintomas,20
2026-03-28,menopausa,menopausa sintomas,22
2026-03-28,emergentes,microplásticos sangue,1
2026-03-28,emergentes,microplásticos sangue,1
2026-03-28,emergentes,mpox portugal,1
2026-03-28,emergentes,mpox portugal,1
2026-03-28,alimentacao,obesidade infantil,1
2026-03-28,alimentacao,obesidade infantil,1
2026-03-28,menopausa,osteoporose,52
2026-03-28,menopausa,osteoporose,54
2026-03-28,saude-mental,pânico,34
2026-03-28,saude-mental,pânico,35
2026-03-28,saude-mental,perturbação bipolar,1
2026-03-28,saude-mental,perturbação bipolar,1
2026-03-28,saude-mental,perturbação obsessivo-compulsiva,1
2026-03-28,saude-mental,perturbação obsessivo-compulsiva,1
2026-03-28,saude-mental,perturbações do espectro do autismo,1
2026-03-28,saude-mental,perturbações do espectro do autismo,1
2026-03-28,menopausa,peso na menopausa,1
2026-03-28,menopausa,peso na menopausa,1
2026-03-28,emergentes,poluição e saúde,1
2026-03-28,emergentes,poluição e saúde,1
2026-03-28,alimentacao,pré-diabetes,1
2026-03-28,alimentacao,pré-diabetes,1
2026-03-28,saude-mental,prevenção suicídio,1
2026-03-28,saude-mental,prevenção suicídio,1
2026-03-28,saude-mental,PTSD,15
2026-03-28,saude-mental,PTSD,15
2026-03-28,saude-mental,reabilitação psicossocial,1
2026-03-28,saude-mental,reabilitação psicossocial,1
2026-03-28,alimentacao,refluxo gastroesofágico,44
2026-03-28,alimentacao,refluxo gastroesofágico,47
2026-03-28,emergentes,resistência antibióticos,27
2026-03-28,emergentes,resistência antibióticos,28
2026-03-28,emergentes,sarampo surto,1
2026-03-28,emergentes,sarampo surto,1
2026-03-28,saude-mental,saúde mental ensino superior,1
2026-03-28,saude-mental,saúde mental ensino superior,1
2026-03-28,saude-mental,saúde mental escolar,1
2026-03-28,saude-mental,saúde mental escolar,1
2026-03-28,saude-mental,saúde mental jovens,1
2026-03-28,saude-mental,saúde mental jovens,1
2026-03-28,saude-mental,saúde mental no trabalho,1
2026-03-28,saude-mental,saúde mental no trabalho,1
2026-03-28,saude-mental,saúde mental sem-abrigo,1
2026-03-28,saude-mental,saúde mental sem-abrigo,1
2026-03-28,menopausa,secura vaginal,58
2026-03-28,menopausa,secura vaginal,64
2026-03-28,emergentes,sepsis,41
2026-03-28,emergentes,sepsis,45
2026-03-28,alimentacao,síndrome de intestino irritável,1
2026-03-28,alimentacao,síndrome de intestino irritável,1
2026-03-28,menopausa,síndrome do ovário poliquístico,1
2026-03-28,menopausa,síndrome do ovário poliquístico,1
2026-03-28,saude-mental,solidão,25
